run	head	dataset	class	image	method	correct	frac	area	conc	peak	pos_share	in_mean	out_mean	conc_pos	conc_neg
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0901.jpg	integrated_gradients	1	0.0524	0.0039	13.4893	1	1.0000	0.191893	0.0135324	13.4893	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0901.jpg	lime	1	0.2138	0.0039	55.0058	0	1.0000	1.5031	0.0215685	55.0058	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0901.jpg	kernelshap	1	0.0127	0.0039	3.2641	0	1.0000	5.7271	1.73908	3.2641	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0605.jpg	ours:bcos	1	0.0345	0.0383	0.9028	0	1.0000	9.57183	10.6428	0.9028	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0605.jpg	gradcam	1	0.0455	0.0383	1.1886	0	1.0000	0.521808	0.435712	1.1886	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0605.jpg	hirescam	1	0.0345	0.0383	0.9028	0	1.0000	0.390687	0.4344	0.9028	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0605.jpg	integrated_gradients	1	0.0976	0.0383	2.5513	0	1.0000	0.125141	0.0460223	2.5513	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0605.jpg	lime	1	0.5884	0.0383	15.3765	1	1.0000	0.0778419	0.00216667	15.3765	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0605.jpg	kernelshap	1	0.0482	0.0383	1.2606	0	1.0000	2.20891	1.73405	1.2606	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0610.jpg	ours:bcos	1	0.0245	0.0280	0.8761	0	1.0000	12.747	14.6017	0.8761	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0610.jpg	gradcam	1	0.0315	0.0280	1.1264	0	1.0000	0.674356	0.596488	1.1264	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0610.jpg	hirescam	1	0.0245	0.0280	0.8761	0	1.0000	0.520284	0.595986	0.8761	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0610.jpg	integrated_gradients	1	0.2339	0.0280	8.3583	1	1.0000	0.14108	0.0133036	8.3583	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0610.jpg	lime	1	0.3937	0.0280	14.0695	1	1.0000	0.326103	0.0144577	14.0695	nan
A2_bcos_mobilevit_120ep	bcos	data	Trichuris trichiura	Trichuris trichiura_0610.jpg	kernelshap	1	0.0126	0.0280	0.4521	0	1.0000	0.78769	1.76988	0.4521	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0077.jpg	ours:protopnet	1	0.0665	0.0732	0.9081	0	1.0000	8.83368	9.798	0.9081	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0077.jpg	gradcam	1	0.0884	0.0732	1.2080	0	1.0000	0.142461	0.115995	1.2080	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0077.jpg	hirescam	1	0.6402	0.0732	8.7481	1	1.0000	0.942158	0.0418095	8.7481	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0077.jpg	integrated_gradients	1	0.1408	0.0732	1.9238	0	1.0000	0.015093	0.00727306	1.9238	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0077.jpg	lime	1	0.3399	0.0732	4.6442	1	1.0000	0.787465	0.120769	4.6442	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0077.jpg	kernelshap	1	0.1329	0.0732	1.8161	1	1.0000	1.556	0.801558	1.8161	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0501.jpg	ours:protopnet	0	0.0045	0.0056	0.8061	0	1.0000	6.57156	8.16146	0.8061	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0501.jpg	gradcam	0	0.0052	0.0056	0.9389	0	1.0000	0.283931	0.302521	0.9389	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0501.jpg	hirescam	0	0.0006	0.0056	0.1152	0	1.0000	0.0370062	0.322751	0.1152	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0501.jpg	integrated_gradients	0	0.0239	0.0056	4.2742	0	1.0000	0.0849963	0.0195204	4.2742	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0501.jpg	lime	0	0.0782	0.0056	14.0082	0	1.0000	2.82562	0.186988	14.0082	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0501.jpg	kernelshap	0	0.0173	0.0056	3.1030	0	1.0000	2.73395	0.870656	3.1030	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0805.jpg	ours:protopnet	1	0.0078	0.0088	0.8926	0	1.0000	8.17566	9.16768	0.8926	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0805.jpg	gradcam	1	0.0100	0.0088	1.1426	0	1.0000	0.427894	0.374008	1.1426	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0805.jpg	hirescam	1	0.0363	0.0088	4.1440	0	1.0000	0.864162	0.202735	4.1440	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0805.jpg	integrated_gradients	1	0.1469	0.0088	16.7515	1	1.0000	0.262883	0.0135063	16.7515	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0805.jpg	lime	1	0.1438	0.0088	16.3982	0	1.0000	1.46791	0.0773225	16.3982	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0805.jpg	kernelshap	1	0.0236	0.0088	2.6916	0	1.0000	3.59288	1.31489	2.6916	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0231.jpg	ours:protopnet	1	0.0084	0.0100	0.8424	0	1.0000	8.18071	9.7267	0.8424	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0231.jpg	gradcam	1	0.0101	0.0100	1.0112	0	1.0000	0.340349	0.336543	1.0112	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0231.jpg	hirescam	1	0.0361	0.0100	3.6191	0	1.0000	0.909676	0.244731	3.6191	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0231.jpg	integrated_gradients	1	0.0770	0.0100	7.7286	1	1.0000	0.115288	0.0139068	7.7286	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0231.jpg	lime	1	0.3004	0.0100	30.1467	0	1.0000	6.41581	0.150385	30.1467	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0231.jpg	kernelshap	1	0.0845	0.0100	8.4778	1	1.0000	5.85237	0.638358	8.4778	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0873.jpg	ours:protopnet	1	0.0115	0.0167	0.6928	0	1.0000	6.76039	9.80867	0.6928	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0873.jpg	gradcam	1	0.0116	0.0167	0.6970	0	0.1906	-0.113556	-0.100604	0.0000	0.8611
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0873.jpg	hirescam	1	0.0000	0.0167	0.0000	0	1.0000	0	0.00838788	0.0000	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0873.jpg	integrated_gradients	1	0.1017	0.0167	6.1052	0	1.0000	0.0823308	0.0123189	6.1052	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0873.jpg	lime	1	0.3941	0.0167	23.6554	1	1.0000	2.69488	0.0701915	23.6554	nan
A2_protopnet_mobilevit	protopnet	data	Ascaris lumbricoides	Ascaris lumbricoides_0873.jpg	kernelshap	1	0.0607	0.0167	3.6402	1	1.0000	3.25118	0.853176	3.6402	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0984.jpg	ours:protopnet	1	0.0034	0.0028	1.1853	0	1.0000	13.2419	11.166	1.1853	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0984.jpg	gradcam	1	0.0035	0.0028	1.2404	0	1.0000	0.319234	0.257194	1.2404	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0984.jpg	hirescam	1	0.0077	0.0028	2.7085	0	1.0000	0.79229	0.291095	2.7085	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0984.jpg	integrated_gradients	1	0.0146	0.0028	5.1153	0	1.0000	0.105788	0.0204377	5.1153	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0984.jpg	lime	1	0.0035	0.0028	1.2378	0	1.0000	0.141344	0.114114	1.2378	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0984.jpg	kernelshap	1	0.0026	0.0028	0.9225	0	1.0000	1.46379	1.58709	0.9225	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0071.jpg	ours:protopnet	1	0.0031	0.0029	1.0942	0	1.0000	11.8595	10.8355	1.0942	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0071.jpg	gradcam	1	0.0016	0.0029	0.5581	0	1.0000	0.0850009	0.15251	0.5581	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0071.jpg	hirescam	1	0.0013	0.0029	0.4419	0	1.0000	0.175891	0.398634	0.4419	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0071.jpg	integrated_gradients	1	0.0085	0.0029	2.9569	0	1.0000	0.045646	0.01535	2.9569	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0071.jpg	lime	1	0.0085	0.0029	2.9487	0	1.0000	0.279529	0.0942654	2.9487	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0071.jpg	kernelshap	1	0.0061	0.0029	2.1404	0	1.0000	1.79203	0.834508	2.1404	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0668.jpg	ours:protopnet	1	0.0066	0.0056	1.1785	0	1.0000	14.2471	12.0769	1.1785	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0668.jpg	gradcam	1	0.0051	0.0056	0.9059	0	1.0000	0.249093	0.275122	0.9059	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0668.jpg	hirescam	1	0.0000	0.0056	0.0000	0	1.0000	0	0.379105	0.0000	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0668.jpg	integrated_gradients	1	0.0432	0.0056	7.7464	0	1.0000	0.0684183	0.00849794	7.7464	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0668.jpg	lime	1	0.0017	0.0056	0.3110	0	1.0000	0.0204198	0.0659031	0.3110	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0668.jpg	kernelshap	1	0.0045	0.0056	0.8142	0	1.0000	1.33279	1.63857	0.8142	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0654.jpg	ours:protopnet	1	0.0063	0.0083	0.7510	0	1.0000	6.96622	9.29499	0.7510	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0654.jpg	gradcam	1	0.0087	0.0083	1.0388	0	0.0000	-0.205567	-0.197816	nan	1.0388
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0654.jpg	hirescam	1	0.0000	0.0083	0.0000	0	1.0000	0	0.0121527	0.0000	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0654.jpg	integrated_gradients	1	0.0713	0.0083	8.5564	0	1.0000	0.22153	0.024247	8.5564	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0654.jpg	lime	1	0.1010	0.0083	12.1295	1	1.0000	1.13052	0.0844904	12.1295	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0654.jpg	kernelshap	1	0.0092	0.0083	1.1097	0	1.0000	0.857254	0.7718	1.1097	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0437.jpg	ours:protopnet	1	0.0212	0.0204	1.0386	0	1.0000	12.3766	11.9066	1.0386	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0437.jpg	gradcam	1	0.0063	0.0204	0.3101	0	0.5243	-0.0421189	0.00761271	0.0000	0.6519
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0437.jpg	hirescam	1	0.1101	0.0204	5.3950	0	1.0000	1.04467	0.175908	5.3950	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0437.jpg	integrated_gradients	1	0.3621	0.0204	17.7420	1	1.0000	0.111244	0.00408312	17.7420	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0437.jpg	lime	1	0.1441	0.0204	7.0598	1	1.0000	0.393203	0.0486643	7.0598	nan
A2_protopnet_mobilevit	protopnet	data	Capillaria philippinensis	Capillaria philippinensis_0437.jpg	kernelshap	1	0.0225	0.0204	1.1010	0	1.0000	0.826052	0.748716	1.1010	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0109.jpg	ours:protopnet	1	0.0237	0.0311	0.7621	0	1.0000	7.18966	9.50658	0.7621	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0109.jpg	gradcam	1	0.0160	0.0311	0.5148	0	1.0000	0.199211	0.393018	0.5148	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0109.jpg	hirescam	1	0.0000	0.0311	0.0000	0	1.0000	0	0.995513	0.0000	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0109.jpg	integrated_gradients	1	0.1401	0.0311	4.5046	0	1.0000	0.0241794	0.00476407	4.5046	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0109.jpg	lime	1	0.0170	0.0311	0.5481	0	1.0000	0.0889283	0.164592	0.5481	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0109.jpg	kernelshap	1	0.0380	0.0311	1.2234	0	1.0000	1.10135	0.893782	1.2234	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0210.jpg	ours:protopnet	1	0.0236	0.0309	0.7660	0	1.0000	7.16188	9.41901	0.7660	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0210.jpg	gradcam	1	0.0120	0.0309	0.3883	0	1.0000	0.119182	0.312897	0.3883	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0210.jpg	hirescam	1	0.0000	0.0309	0.0000	0	1.0000	0	0.728476	0.0000	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0210.jpg	integrated_gradients	1	0.1720	0.0309	5.5746	1	1.0000	0.0374943	0.0057465	5.5746	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0210.jpg	lime	1	0.0241	0.0309	0.7814	0	1.0000	0.113334	0.146045	0.7814	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0210.jpg	kernelshap	1	0.0229	0.0309	0.7427	0	1.0000	0.566222	0.768579	0.7427	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0018.jpg	ours:protopnet	1	0.0229	0.0340	0.6754	0	1.0000	6.18092	9.25623	0.6754	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0018.jpg	gradcam	1	0.0324	0.0340	0.9522	0	0.9555	0.253541	0.242168	0.9966	0.0003
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0018.jpg	hirescam	1	0.0003	0.0340	0.0089	0	1.0000	0.00809269	0.945211	0.0089	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0018.jpg	integrated_gradients	1	0.1044	0.0340	3.0725	0	1.0000	0.10616	0.0320324	3.0725	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0018.jpg	lime	1	0.0324	0.0340	0.9546	0	1.0000	0.171447	0.179885	0.9546	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0018.jpg	kernelshap	1	0.0286	0.0340	0.8423	0	1.0000	1.34292	1.60326	0.8423	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0175.jpg	ours:protopnet	1	0.0233	0.0376	0.6189	0	1.0000	5.99114	9.82466	0.6189	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0175.jpg	gradcam	1	0.0163	0.0376	0.4326	0	1.0000	0.192023	0.453682	0.4326	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0175.jpg	hirescam	1	0.0000	0.0376	0.0000	0	1.0000	0	1.29965	0.0000	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0175.jpg	integrated_gradients	1	0.1586	0.0376	4.2190	0	1.0000	0.0319967	0.00663053	4.2190	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0175.jpg	lime	1	0.0275	0.0376	0.7327	0	1.0000	0.121904	0.168108	0.7327	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0175.jpg	kernelshap	1	0.0405	0.0376	1.0776	0	1.0000	1.81094	1.67543	1.0776	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0362.jpg	ours:protopnet	1	0.0041	0.0068	0.5997	0	1.0000	5.60634	9.3736	0.5997	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0362.jpg	gradcam	1	0.0046	0.0068	0.6774	0	0.0000	-0.281592	-0.416581	nan	0.6774
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0362.jpg	hirescam	1	0.0000	0.0068	0.0000	0	1.0000	0	0.184003	0.0000	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0362.jpg	integrated_gradients	1	0.0134	0.0068	1.9733	0	1.0000	0.0300769	0.0151409	1.9733	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0362.jpg	lime	1	0.0218	0.0068	3.2098	0	1.0000	0.656908	0.20157	3.2098	nan
A2_protopnet_mobilevit	protopnet	data	Enterobius vermicularis	Enterobius vermicularis_0362.jpg	kernelshap	1	0.0056	0.0068	0.8284	0	1.0000	1.09604	1.32466	0.8284	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0333.jpg	ours:protopnet	1	0.0752	0.0648	1.1614	0	1.0000	10.9388	9.31332	1.1614	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0333.jpg	gradcam	1	0.0323	0.0648	0.4992	0	0.0000	-0.186398	-0.386361	nan	0.4992
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0333.jpg	hirescam	1	0.0331	0.0648	0.5116	0	1.0000	0.123178	0.248913	0.5116	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0333.jpg	integrated_gradients	1	0.2190	0.0648	3.3817	1	1.0000	0.110695	0.0273346	3.3817	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0333.jpg	lime	1	0.3048	0.0648	4.7060	1	1.0000	0.488325	0.0771324	4.7060	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0333.jpg	kernelshap	1	0.1168	0.0648	1.8038	1	1.0000	2.09411	1.09632	1.8038	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0636.jpg	ours:protopnet	1	0.1905	0.1553	1.2268	0	1.0000	11.7801	9.20172	1.2268	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0636.jpg	gradcam	1	0.1133	0.1553	0.7298	0	1.0000	0.171531	0.246701	0.7298	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0636.jpg	hirescam	1	0.4160	0.1553	2.6793	0	1.0000	0.760362	0.196205	2.6793	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0636.jpg	integrated_gradients	1	0.3788	0.1553	2.4399	1	1.0000	0.0932243	0.0280969	2.4399	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0636.jpg	lime	1	0.4944	0.1553	3.1847	1	1.0000	0.298768	0.0561461	3.1847	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0636.jpg	kernelshap	1	0.1565	0.1553	1.0079	0	1.0000	1.14097	1.13034	1.0079	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0362.jpg	ours:protopnet	1	0.0751	0.0644	1.1673	0	1.0000	11.683	9.89291	1.1673	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0362.jpg	gradcam	1	0.0537	0.0644	0.8344	0	0.9967	0.22546	0.271402	0.8371	0.0000
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0362.jpg	hirescam	1	0.3262	0.0644	5.0676	1	1.0000	1.85037	0.262951	5.0676	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0362.jpg	integrated_gradients	1	0.2165	0.0644	3.3626	0	1.0000	0.121863	0.0303492	3.3626	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0362.jpg	lime	1	0.2920	0.0644	4.5355	1	1.0000	0.32668	0.0545069	4.5355	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0362.jpg	kernelshap	1	0.1265	0.0644	1.9651	1	1.0000	2.90554	1.38042	1.9651	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0873.jpg	ours:protopnet	1	0.0593	0.0642	0.9241	0	1.0000	8.83066	9.60567	0.9241	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0873.jpg	gradcam	1	0.0476	0.0642	0.7418	0	1.0000	0.211782	0.290568	0.7418	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0873.jpg	hirescam	1	0.0000	0.0642	0.0000	0	1.0000	0	0.297229	0.0000	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0873.jpg	integrated_gradients	1	0.1803	0.0642	2.8098	0	1.0000	0.0358192	0.0111665	2.8098	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0873.jpg	lime	1	0.5719	0.0642	8.9146	1	1.0000	0.380356	0.0195174	8.9146	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0873.jpg	kernelshap	1	0.0986	0.0642	1.5367	0	1.0000	1.83899	1.15264	1.5367	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0349.jpg	ours:protopnet	1	0.0477	0.0417	1.1446	0	1.0000	11.1151	9.65001	1.1446	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0349.jpg	gradcam	1	0.1069	0.0417	2.5654	0	0.1989	-0.0830328	-0.0167282	0.0000	3.2023
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0349.jpg	hirescam	1	0.0108	0.0417	0.2600	0	1.0000	0.0585701	0.232523	0.2600	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0349.jpg	integrated_gradients	1	0.0871	0.0417	2.0910	0	1.0000	0.0943699	0.0429907	2.0910	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0349.jpg	lime	1	0.0592	0.0417	1.4203	0	1.0000	0.148114	0.102379	1.4203	nan
A2_protopnet_mobilevit	protopnet	data	Fasciolopsis buski	Fasciolopsis buski_0349.jpg	kernelshap	1	0.0678	0.0417	1.6258	1	1.0000	2.32069	1.38861	1.6258	nan
A2_protopnet_mobilevit	protopnet	data	Hookworm egg	Hookworm egg_0634.jpg	ours:protopnet	1	0.0427	0.0394	1.0848	0	1.0000	9.12264	8.37991	1.0848	nan
A2_protopnet_mobilevit	protopnet	data	Hookworm egg	Hookworm egg_0634.jpg	gradcam	1	0.0541	0.0394	1.3728	0	0.9096	0.324844	0.188466	1.5093	0.0000
A2_protopnet_mobilevit	protopnet	data	Hookworm egg	Hookworm egg_0634.jpg	hirescam	1	0.0069	0.0394	0.1740	0	1.0000	0.0331547	0.197021	0.1740	nan
A2_protopnet_mobilevit	protopnet	data	Hookworm egg	Hookworm egg_0634.jpg	integrated_gradients	1	0.1546	0.0394	3.9266	1	1.0000	0.0979727	0.0219572	3.9266	nan
A2_protopnet_mobilevit	protopnet	data	Hookworm egg	Hookworm egg_0634.jpg	lime	1	0.0186	0.0394	0.4726	0	1.0000	0.0223162	0.0482359	0.4726	nan
A2_protopnet_mobilevit	protopnet	data	Hookworm egg	Hookworm egg_0634.jpg	kernelshap	1	0.0347	0.0394	0.8823	0	1.0000	1.40046	1.59486	0.8823	nan
